CreatedById,CreatedDate,Description,DeveloperName,FolderName,Format,Id,IsDeleted,LastModifiedById,LastModifiedDate,LastReferencedDate,LastRunDate,LastViewedDate,Name,NamespacePrefix,OwnerId,ReportTypeApiName,SystemModstamp,isActive
0050b000005JfILAA0,2022-05-01T22:33:37.000Z,,LATAM_ACTUAL_EIS_FY23Q1_wADt_Export,Latin America,Summary,00O6P000000ZNW3UAO,False,0050b000005JfILAA0,2022-05-01T22:45:39.000Z,,2022-05-01T23:00:06.000Z,,LATAM ACTUAL EIS FY23Q1 wADt Export,,00l1P000000wTVNQA2,Projects_with_MilestoneOrder_and_Order_Product__c,2022-05-01T23:00:06.000Z,True
0050b000005JfILAA0,2022-05-01T22:34:05.000Z,,LATAM_EIS_FY22Q4_Backlog_by_Cycle_Export,Latin America,Summary,00O6P000000ZNW4UAO,False,0050b000005JfILAA0,2022-05-01T22:48:16.000Z,,2022-05-01T23:06:27.000Z,,LATAM EIS FY22Q4 Backlog by Cycle Export,,00l1P000000wTVNQA2,Projects_with_MilestoneOrder_and_Order_Product__c,2022-05-01T23:06:27.000Z,True
0050b000005JfILAA0,2022-04-19T22:20:56.000Z,,PR_Report_PR_691886,Latin America,Summary,00O6P000000ZNRIUA4,False,0050b000005JfILAA0,2022-04-19T22:21:13.000Z,,2022-04-19T22:21:17.000Z,,PR Report-PR-691886,,00l1P000000wTVNQA2,Projects_with_MilestoneOrder_and_Order_Product__c,2022-04-19T22:21:17.000Z,True
0050b000005JfILAA0,2022-06-01T15:07:58.000Z,,LATAM_WIP_Deploy_180,Latin America,Summary,00O6P000000ZNueUAG,False,0050b000005JfILAA0,2022-06-01T15:44:45.000Z,,2022-06-14T21:22:33.000Z,,LATAM WIP Deploy 365+,,00l1P000000wTVNQA2,Projects_with_MilestoneOrder_and_Order_Product__c,2022-06-14T21:22:33.000Z,True
0050b000005JfILAA0,2022-05-01T22:33:26.000Z,,LATAM_ACTUAL_EDT_HES_FY23Q1_wADt_Export,Latin America,Summary,00O6P000000ZNVyUAO,False,0050b000005JfILAA0,2022-05-01T22:44:51.000Z,,2022-05-01T22:50:38.000Z,,LATAM ACTUAL EDT/HES FY23Q1 wADt Export,,00l1P000000wTVNQA2,Projects_with_MilestoneOrder_and_Order_Product__c,2022-05-01T22:50:38.000Z,True
0050b000005JfILAA0,2022-06-07T13:23:19.000Z,,PR_Report_PR_795910,Latin America,Summary,00O6P000000ZNwzUAG,False,0050b000005JfILAA0,2022-06-07T13:37:57.000Z,,2022-06-10T23:35:21.000Z,,PR Report-PR-795910,,00l1P000000wTVNQA2,Projects_with_MilestoneOrder_and_Order_Product__c,2022-06-10T23:35:21.000Z,True
0050b000004KJhkAAG,2022-03-24T13:37:04.000Z,,Mexico_Projects_MD_Server_Only_Crono,Latin America,Summary,00O6P000000ZNCcUAO,False,0050b000004KJhkAAG,2022-06-17T18:19:04.000Z,,2022-06-17T18:19:42.000Z,,Mexico Projects (MD) Server-Only - Crono,,00l1P000000wTVNQA2,Projects_with_MilestoneOrder_and_Order_Product__c,2022-06-17T18:19:42.000Z,True
0050b000005JfILAA0,2022-05-01T22:50:14.000Z,,LATAM_ACTUAL_EIS_FY23Q1_wADt_NI_Export,Latin America,Summary,00O6P000000ZNWIUA4,False,0050b000005JfILAA0,2022-05-01T23:09:44.000Z,,2022-05-01T23:14:48.000Z,,LATAM ACTUAL EIS FY23Q1 wADt NI Export,,00l1P000000wTVNQA2,Projects_with_MilestoneOrder_and_Order_Product__c,2022-05-01T23:14:48.000Z,True
0050b000005JfILAA0,2022-05-09T20:21:58.000Z,,LATAM_ConsultingMissingAssigment05092022,Latin America,Summary,00O6P000000ZNaZUAW,False,0050b000005JfILAA0,2022-05-10T18:54:14.000Z,,2022-05-10T18:54:17.000Z,,LATAM ConsultingMissingAssigment05092022,,00l1P000000wTVNQA2,Projects_with_MilestoneOrder_and_Order_Product__c,2022-05-10T18:54:17.000Z,True
0050b000004KJhkAAG,2022-05-09T23:22:08.000Z,,LATAM_WIP_deploy_WoCA_wADT_MD_Backlog,Latin America,Summary,00O6P000000ZNajUAG,False,0050b000004KJhkAAG,2022-05-14T01:11:58.000Z,,2022-05-23T15:00:24.000Z,,LATAM WIP deploy WoCA wADT (MD) Backlog,,00l1P000000wTVNQA2,Projects_with_MilestoneOrder_and_Order_Product__c,2022-05-23T15:00:24.000Z,True
0050b000005JfILAA0,2022-05-10T17:24:55.000Z,,LATAM_ACTUAL_EIS_FY23Q1wADt_FY23B,Latin America,Summary,00O6P000000ZNbIUAW,False,0050b000005JfILAA0,2022-05-10T19:02:26.000Z,,2022-05-10T19:02:31.000Z,,LATAM ACTUAL EIS FY23Q1wADt FY23B,,00l1P000000wTVNQA2,Projects_with_MilestoneOrder_and_Order_Product__c,2022-05-10T19:02:31.000Z,True
0050b000005JfILAA0,2022-04-09T00:36:29.000Z,,LATAM_ACTUAL_EDT_HES_FY23Q1_AsD,Latin America,Summary,00O6P000000ZNN6UAO,False,0050b000005JfILAA0,2022-04-09T00:37:30.000Z,,2022-04-09T00:37:33.000Z,,LATAM ACTUAL EDT/HES FY23Q1 AsD,,00l1P000000wTVNQA2,Projects_with_MilestoneOrder_and_Order_Product__c,2022-04-09T00:37:33.000Z,True
0050b000005JfILAA0,2022-05-20T19:51:10.000Z,,LATAM_Financial_Reconciliation,Latin America,Tabular,00O6P000000ZNnOUAW,False,0050b000005JfILAA0,2022-05-20T19:51:25.000Z,,2022-05-20T19:51:27.000Z,,LATAM Financial Reconciliation,,00l1P000000wTVNQA2,ReportList,2022-05-20T19:51:27.000Z,True
0050b000005JfILAA0,2022-04-26T11:30:50.000Z,,Nereida_s_MY_TEAM_TIMECARD_FY23,Latin America,Summary,00O6P000000ZNU2UAO,False,0050b000005JfILAA0,2022-04-26T12:38:22.000Z,,2022-04-29T11:29:35.000Z,,Nereida's - MY TEAM TIMECARD FY23,,00l1P000000wTVNQA2,,2022-04-29T11:29:35.000Z,True
0050b000004KJhkAAG,2022-05-14T01:13:32.000Z,,LATAM_WIP_deploy_WoCA_wADT_MD_Fcst,Latin America,Summary,00O6P000000ZNhGUAW,False,0050b000004KJhkAAG,2022-05-14T01:13:32.000Z,,2022-05-14T01:13:40.000Z,,LATAM WIP deploy WoCA wADT (MD) Fcst,,00l1P000000wTVNQA2,Projects_with_MilestoneOrder_and_Order_Product__c,2022-05-14T01:13:40.000Z,True
0050b000005JfILAA0,2022-05-01T22:49:15.000Z,,LATAM_Custom_RevRec_FY23Q1_NI_Export,Latin America,Summary,00O6P000000ZNWDUA4,False,0050b000005JfILAA0,2022-05-01T23:05:41.000Z,,2022-05-01T23:10:10.000Z,,LATAM Custom RevRec FY23Q1 NI Export,,00l1P000000wTVNQA2,Projects_with_MilestoneOrder_and_Order_Product__c,2022-05-01T23:10:10.000Z,True
0050b000005JfILAA0,2022-05-01T22:50:01.000Z,,LATAM_ACTUAL_EDT_HES_FY23Q1wADt_NIExport,Latin America,Summary,00O6P000000ZNWEUA4,False,0050b000005JfILAA0,2022-05-01T23:09:23.000Z,,2022-05-01T23:12:02.000Z,,LATAM ACTUAL EDT/HES FY23Q1wADt NIExport,,00l1P000000wTVNQA2,Projects_with_MilestoneOrder_and_Order_Product__c,2022-05-01T23:12:02.000Z,True
0050b000005JfILAA0,2022-05-01T22:33:52.000Z,,LATAM_EDT_HES_EIS_RevRec_FY23Q1_Export,Latin America,Summary,00O6P000000ZNW8UAO,False,0050b000005JfILAA0,2022-05-01T22:46:57.000Z,,2022-05-01T23:03:37.000Z,,LATAM EDT/HES/EIS RevRec FY23Q1 Export,,00l1P000000wTVNQA2,Projects_with_MilestoneOrder_and_Order_Product__c,2022-05-01T23:03:37.000Z,True
0050b000005JfILAA0,2022-06-08T12:50:33.000Z,,Northeast_Missing_FCC,Latin America,Summary,00O6P000000ZNyHUAW,False,0050b000005JfILAA0,2022-06-08T12:52:50.000Z,,2022-06-08T13:08:37.000Z,,Northeast Missing FCC,,00l1P000000wTVNQA2,Projects_with_MilestoneOrder_and_Order_Product__c,2022-06-08T13:08:37.000Z,True
0050b000005JfILAA0,2022-05-10T17:22:07.000Z,,LATAM_WIP_EIS,Latin America,Summary,00O6P000000ZNbDUAW,False,0050b000005JfILAA0,2022-05-10T19:56:38.000Z,,2022-05-10T20:26:14.000Z,,LATAM WIP EIS,,00l1P000000wTVNQA2,Projects_with_MilestoneOrder_and_Order_Product__c,2022-05-10T20:26:14.000Z,True
0050b000005JfILAA0,2022-06-01T15:55:15.000Z,,LATAM_WIP_Deploy_180_365,Latin America,Summary,00O6P000000ZNuoUAG,False,0050b000005JfILAA0,2022-06-01T16:02:24.000Z,,2022-06-14T21:22:33.000Z,,LATAM WIP Deploy 180>365,,00l1P000000wTVNQA2,Projects_with_MilestoneOrder_and_Order_Product__c,2022-06-14T21:22:33.000Z,True
0050b000005JfILAA0,2022-06-10T16:30:28.000Z,,PR_Report_PR_699677,Latin America,Summary,00O6P000000ZO0SUAW,False,0050b000005JfILAA0,2022-06-10T16:32:12.000Z,,2022-06-11T17:31:43.000Z,,PR Report-PR-699677,,00l1P000000wTVNQA2,Projects_with_MilestoneOrder_and_Order_Product__c,2022-06-11T17:31:43.000Z,True
0050b000005JfILAA0,2022-05-11T11:34:37.000Z,,South_Ops_Widget_Dashboard,Latin America,Tabular,00O6P000000ZNcfUAG,False,0050b000005JfILAA0,2022-05-11T11:52:27.000Z,,2022-05-11T11:52:29.000Z,,South Ops Widget Dashboard,,00l1P000000wTVNQA2,ReportList,2022-05-11T11:52:29.000Z,True
0050b000004KJhkAAG,2022-05-12T16:43:36.000Z,,LATAM_WIP_deploy_WoCA_wADT_MD_All,Latin America,Summary,00O6P000000ZNfZUAW,False,0050b000004KJhkAAG,2022-05-23T16:34:51.000Z,,2022-05-27T23:52:25.000Z,,WIP WoCA wADT (MD) All Backlog by PMs,,00l1P000000wTVNQA2,Projects_with_MilestoneOrder_and_Order_Product__c,2022-05-27T23:52:25.000Z,True
0050b000005JfILAA0,2022-05-06T16:23:31.000Z,,LATAM_ACTUAL_EIS_FY23Q1_wADt_TEST,Latin America,Summary,00O6P000000ZNYZUA4,False,0050b000005JfILAA0,2022-05-06T16:32:02.000Z,,2022-05-06T16:33:09.000Z,,LATAM ACTUAL EIS FY23Q1 wADt TEST,,00l1P000000wTVNQA2,Projects_with_MilestoneOrder_and_Order_Product__c,2022-05-06T16:33:09.000Z,True
0050b000005JfILAA0,2022-05-18T11:19:28.000Z,,Deirdre_Elvin_South_Reports,Latin America,Tabular,00O6P000000ZNkFUAW,False,0050b000005JfILAA0,2022-05-18T11:22:10.000Z,,2022-05-18T11:22:13.000Z,,Deirdre Elvin (South) Reports,,00l1P000000wTVNQA2,ReportList,2022-05-18T11:22:13.000Z,True
0050b000005JfILAA0,2022-05-18T11:26:43.000Z,,Paulo_Jimenez_Northeast_Reports,Latin America,Tabular,00O6P000000ZNkGUAW,False,0050b000005JfILAA0,2022-05-18T11:27:39.000Z,,2022-05-20T13:42:28.000Z,,Paulo Jimenez (Northeast) Reports,,00l1P000000wTVNQA2,ReportList,2022-05-20T13:42:28.000Z,True
0050b000005JfILAA0,2022-03-31T19:35:35.000Z,,Mexico_WIP_deploy_WoCA_wADT,Latin America,Summary,00O6P000000ZNGoUAO,False,0050b000005JfILAA0,2022-03-31T19:37:42.000Z,,2022-03-31T19:46:34.000Z,,Mexico WIP deploy WoCA wADT,,00l1P000000wTVNQA2,Projects_with_MilestoneOrder_and_Order_Product__c,2022-03-31T19:46:34.000Z,True
0050b000005JfILAA0,2022-04-05T15:43:49.000Z,,LATAM_FCD_FY23Q2,Latin America,Summary,00O6P000000ZNJJUA4,False,0050b000005JfILAA0,2022-04-05T21:24:33.000Z,,2022-06-17T22:59:20.000Z,,LATAM FCD FY23Q2,,00l1P000000wTVNQA2,Projects_with_MilestoneOrder_and_Order_Product__c,2022-06-17T22:59:20.000Z,True
0050b000005JfILAA0,2022-05-06T21:53:51.000Z,,Carl_Falacara_South_Reports,Latin America,Tabular,00O6P000000ZNZHUA4,False,0050b000005JfILAA0,2022-05-06T21:54:06.000Z,,2022-05-06T21:54:08.000Z,,Carl Falacara (South) Reports,,00l1P000000wTVNQA2,ReportList,2022-05-06T21:54:08.000Z,True
0050b000005JfILAA0,2022-05-06T21:56:33.000Z,,Robert_Martin_South_Reports,Latin America,Tabular,00O6P000000ZNZIUA4,False,0050b000005JfILAA0,2022-05-06T21:56:46.000Z,,2022-05-18T11:26:24.000Z,,Robert Martin (South) Reports,,00l1P000000wTVNQA2,ReportList,2022-05-18T11:26:24.000Z,True
0050b000005JfILAA0,2022-05-18T11:30:15.000Z,,Matthew_Misner_Northeast_Reports,Latin America,Tabular,00O6P000000ZNkPUAW,False,0050b000005JfILAA0,2022-05-18T11:30:33.000Z,,2022-05-18T11:30:35.000Z,,Matthew Misner (Northeast) Reports,,00l1P000000wTVNQA2,ReportList,2022-05-18T11:30:35.000Z,True
0050b000005JfILAA0,2022-05-18T11:31:38.000Z,,Kevin_Schiesser_Northeast_Reports,Latin America,Tabular,00O6P000000ZNkUUAW,False,0050b000005JfILAA0,2022-05-18T11:31:51.000Z,,2022-05-18T11:31:53.000Z,,Kevin Schiesser (Northeast) Reports,,00l1P000000wTVNQA2,ReportList,2022-05-18T11:31:53.000Z,True
0050b000005JfILAA0,2022-05-18T11:32:42.000Z,,Jonathan_Snediker_Northeast_Reports,Latin America,Tabular,00O6P000000ZNkHUAW,False,0050b000005JfILAA0,2022-05-18T11:32:59.000Z,,2022-05-18T18:03:37.000Z,,Jonathan Snediker (Northeast) Reports,,00l1P000000wTVNQA2,ReportList,2022-05-18T18:03:37.000Z,True
0050b000005JfILAA0,2022-05-11T21:18:42.000Z,,LATAM_WIP_EIS_Requires_Timestamp,Latin America,Summary,00O6P000000ZNczUAG,False,0050b000005JfILAA0,2022-05-11T21:23:21.000Z,,2022-05-11T21:23:25.000Z,,LATAM WIP EIS Mx Requires Timestamp,,00l1P000000wTVNQA2,Projects_with_MilestoneOrder_and_Order_Product__c,2022-05-11T21:23:25.000Z,True
0050b000005JfILAA0,2022-05-18T11:16:14.000Z,,Northeast_Ops_Reporting,Latin America,Tabular,00O6P000000ZNkAUAW,False,0050b000005JfILAA0,2022-05-18T11:16:34.000Z,,2022-05-18T11:16:36.000Z,,Northeast Ops Reporting,,00l1P000000wTVNQA2,ReportList,2022-05-18T11:16:36.000Z,True
0050b000005JfILAA0,2022-05-18T11:28:58.000Z,,Mark_Minchello_Northeast_Reports,Latin America,Tabular,00O6P000000ZNkKUAW,False,0050b000005JfILAA0,2022-05-18T11:29:13.000Z,,2022-05-18T11:29:16.000Z,,Mark Minchello (Northeast) Reports,,00l1P000000wTVNQA2,ReportList,2022-05-18T11:29:16.000Z,True
0050b000005JfILAA0,2022-05-19T11:23:09.000Z,,LATAM_Active_Projects_Consulting_PMs,Latin America,Summary,00O6P000000ZNlmUAG,False,0050b000005JfILAA0,2022-05-19T11:26:59.000Z,,2022-05-19T11:29:02.000Z,,LATAM Active Projects Consulting-PMs,,00l1P000000wTVNQA2,Projects_with_MilestoneOrder_and_Order_Product__c,2022-05-19T11:29:02.000Z,True
0050b000005JfILAA0,2022-05-24T23:21:11.000Z,,Report_Mod_Checker,Latin America,Tabular,00O6P000000ZNpPUAW,False,0050b000005JfILAA0,2022-05-24T23:23:11.000Z,,2022-05-24T23:23:14.000Z,,Report Mod Checker,,00l1P000000wTVNQA2,ReportList,2022-05-24T23:23:14.000Z,True
0050b000004KJhkAAG,2022-05-16T21:28:17.000Z,,Mexico_Projects_MD_Server_Only_CLOSED,Latin America,Summary,00O6P000000ZNiYUAW,False,0050b000004KJhkAAG,2022-06-17T18:04:41.000Z,,2022-06-17T18:07:26.000Z,,Mexico Projects (MD) Server-Only CLOSED,,00l1P000000wTVNQA2,Projects_with_MilestoneOrder_and_Order_Product__c,2022-06-17T18:07:26.000Z,True
0050b000005JfILAA0,2022-05-06T21:54:56.000Z,,Jason_Hargrove_South_Reports,Latin America,Tabular,00O6P000000ZNZMUA4,False,0050b000005JfILAA0,2022-05-06T21:55:13.000Z,,2022-06-13T13:40:20.000Z,,Jason Hargrove (South) Reports,,00l1P000000wTVNQA2,ReportList,2022-06-13T13:40:20.000Z,True
0050b000005JfILAA0,2022-05-06T21:55:44.000Z,,Peter_Zipay_South_Reports,Latin America,Tabular,00O6P000000ZNZNUA4,False,0050b000005JfILAA0,2022-05-06T21:55:58.000Z,,2022-06-08T11:35:50.000Z,,Peter Zipay (South) Reports,,00l1P000000wTVNQA2,ReportList,2022-06-08T11:35:50.000Z,True
0050b000005JfILAA0,2022-05-04T21:27:23.000Z,,LATAM_Active_Projects_Test,Latin America,Summary,00O6P000000ZNXVUA4,False,0050b000005JfILAA0,2022-05-04T21:30:40.000Z,,2022-05-04T21:31:26.000Z,,LATAM Active Projects Test,,00l1P000000wTVNQA2,Projects_with_MilestoneOrder_and_Order_Product__c,2022-05-04T21:31:26.000Z,True
0050b000005JfILAA0,2022-04-05T18:37:37.000Z,,LATAM_FOD_FCD_FY23Q1,Latin America,Summary,00O6P000000ZNJiUAO,False,0050b000005JfILAA0,2022-04-05T18:43:07.000Z,,2022-06-19T23:43:21.000Z,,LATAM FOD FCD FY23Q1,,00l1P000000wTVNQA2,Projects_with_MilestoneOrder_and_Order_Product__c,2022-06-19T23:43:21.000Z,True
0050b000005JfILAA0,2022-05-06T21:50:41.000Z,,South_Ops_Reporting,Latin America,Tabular,00O6P000000ZNZCUA4,False,0050b000005JfILAA0,2022-05-06T21:51:07.000Z,,2022-05-18T11:15:39.000Z,,South Ops Reporting,,00l1P000000wTVNQA2,ReportList,2022-05-18T11:15:39.000Z,True
0050b000005JfILAA0,2022-05-19T19:14:54.000Z,,LATAM_WIP_Deploy_MX_EIS,Latin America,Summary,00O6P000000ZNmGUAW,False,0050b000005JfILAA0,2022-05-19T19:17:05.000Z,,2022-05-19T19:38:22.000Z,,LATAM WIP Deploy MX EIS,,00l1P000000wTVNQA2,Projects_with_MilestoneOrder_and_Order_Product__c,2022-05-19T19:38:22.000Z,True
0050b000005JfILAA0,2022-03-31T23:45:50.000Z,,LATAM_WIP_deploy_WoCA_wADT_by_ORD_Status,Latin America,Summary,00O6P000000ZNGyUAO,False,0050b000005JfILAA0,2022-05-12T12:52:50.000Z,,2022-06-19T23:43:22.000Z,,LATAM WIP Deploy,,00l1P000000wTVNQA2,Projects_with_MilestoneOrder_and_Order_Product__c,2022-06-19T23:43:22.000Z,True
0050b000005JfILAA0,2022-05-25T23:26:58.000Z,,LATAM_DELTA_with_RevRec_File_FX,Latin America,Summary,00O6P000000ZNqmUAG,False,0050b000005JfILAA0,2022-06-07T18:07:38.000Z,,2022-06-19T23:43:22.000Z,,LATAM DELTA with RevRec File (FX),,00l1P000000wTVNQA2,Projects_with_MilestoneOrder_and_Order_Product__c,2022-06-19T23:43:22.000Z,True
0050b000005JfILAA0,2021-02-12T17:56:31.000Z,,LATAM_EIS_RevRec_Mexico_FY22Q1,Latin America,Summary,00O2R000004IgNhUAK,False,0050b000005JfILAA0,2021-05-03T14:16:57.000Z,,2022-06-14T22:00:04.000Z,,LATAM EIS RevRec Mexico FY22Q1,,00l1P000000wTVNQA2,Projects_with_MilestoneOrder_and_Order_Product__c,2022-06-14T22:00:04.000Z,True
0050b000005JfILAA0,2021-02-12T18:37:12.000Z,,LATAM_Mexico_EIS_to_close_FY22Q1,Latin America,Summary,00O2R000004IgNrUAK,False,0050b000005JfILAA0,2021-04-14T07:52:15.000Z,,2022-06-14T22:00:02.000Z,,LATAM Mexico EIS to close FY22Q1,,00l1P000000wTVNQA2,Projects_with_MilestoneOrder_and_Order_Product__c,2022-06-14T22:00:02.000Z,True
0050b000005JfILAA0,2021-02-12T18:48:08.000Z,,LATAM_Mexico_EIS_to_close_FY22Q2,Latin America,Summary,00O2R000004IgNwUAK,False,0050b000005JfILAA0,2021-04-14T07:52:55.000Z,,2022-06-14T22:00:02.000Z,,LATAM Mexico EIS to close FY22Q2,,00l1P000000wTVNQA2,Projects_with_MilestoneOrder_and_Order_Product__c,2022-06-14T22:00:02.000Z,True
0050b000005JfILAA0,2021-02-12T18:53:50.000Z,,LATAM_Mexico_WIP_FCD_WoCA_FY22Q1,Latin America,Summary,00O2R000004IgO1UAK,False,0050b000005JfILAA0,2021-04-14T07:52:43.000Z,,2022-06-14T22:00:02.000Z,,LATAM Mexico WIP FCD WoCA FY22Q1,,00l1P000000wTVNQA2,Projects_with_MilestoneOrder_and_Order_Product__c,2022-06-14T22:00:02.000Z,True
0050b000005JfILAA0,2021-02-17T01:32:08.000Z,,LATAM_NOLA_Andean_WIP_WoCA_FY22Q1,Latin America,Summary,00O2R000004IgUOUA0,False,0050b000005JfILAA0,2021-02-17T01:34:49.000Z,,2022-06-08T10:04:24.000Z,,LATAM NOLA/Andean WIP WoCA FY22Q1,,00l1P000000wTVNQA2,Projects_with_MilestoneOrder_and_Order_Product__c,2022-06-08T10:04:24.000Z,True
0050b000005JfILAA0,2021-02-17T01:32:19.000Z,,LATAM_NOLA_Andean_IQ_ADT_RevRec_FY22Q,Latin America,Summary,00O2R000004IgUTUA0,False,0050b000005JfILAA0,2021-02-17T01:34:56.000Z,,2022-06-08T10:04:25.000Z,,LATAM NOLA/Andean IQ ADT RevRec FY22Q,,00l1P000000wTVNQA2,Projects_with_MilestoneOrder_and_Order_Product__c,2022-06-08T10:04:25.000Z,True
0050b000005JfILAA0,2021-02-17T01:31:28.000Z,,LATAM_NOLA_Andean_WIP_FCD_WoCA_FY22Q1,Latin America,Summary,00O2R000004IgUKUA0,False,0050b000005JfILAA0,2021-02-17T01:34:34.000Z,,2022-06-08T10:04:24.000Z,,LATAM NOLA/Andean WIP FCD WoCA FY22Q1,,00l1P000000wTVNQA2,Projects_with_MilestoneOrder_and_Order_Product__c,2022-06-08T10:04:24.000Z,True
0050b000005JfILAA0,2021-02-17T01:31:55.000Z,,LATAM_NOLA_Andean_EIS_to_close_FY22Q2,Latin America,Summary,00O2R000004IgULUA0,False,0050b000005JfILAA0,2021-03-22T23:41:20.000Z,,2022-06-08T10:04:25.000Z,,LATAM NOLA/Andean EIS to close FY22Q2,,00l1P000000wTVNQA2,Projects_with_MilestoneOrder_and_Order_Product__c,2022-06-08T10:04:25.000Z,True
0050b000005JfILAA0,2021-02-17T01:32:46.000Z,,LATAM_NOLA_Andean_IQ_ADT_WIP_FCD_WoCA,Latin America,Summary,00O2R000004IgUMUA0,False,0050b000005JfILAA0,2021-02-17T01:35:08.000Z,,2022-06-08T10:04:24.000Z,,LATAM NOLA/Andean IQ ADT WIP FCD WoCA,,00l1P000000wTVNQA2,Projects_with_MilestoneOrder_and_Order_Product__c,2022-06-08T10:04:24.000Z,True
0050b000005JfILAA0,2021-02-17T01:33:04.000Z,,LATAM_NOLA_Andean_IQ_ADT_WIP_WoCA_FY2,Latin America,Summary,00O2R000004IgUYUA0,False,0050b000005JfILAA0,2021-02-17T01:35:16.000Z,,2022-06-08T10:04:25.000Z,,LATAM NOLA/Andean IQ ADT WIP WoCA FY2,,00l1P000000wTVNQA2,Projects_with_MilestoneOrder_and_Order_Product__c,2022-06-08T10:04:25.000Z,True
0050b000005JfILAA0,2021-02-17T01:59:39.000Z,,LATAM_NOLA_Andean_Credits_FY22Q1,Latin America,Summary,00O2R000004IgUdUAK,False,0050b000005JfILAA0,2021-02-17T02:01:32.000Z,,2022-06-08T10:04:25.000Z,,LATAM NOLA/Andean Credits FY22Q1,,00l1P000000wTVNQA2,Projects_with_MilestoneOrder_and_Order_Product__c,2022-06-08T10:04:25.000Z,True
0050b000005JfILAA0,2021-02-17T01:59:49.000Z,,LATAM_NOLA_Andean_EIS_Credits_FY22Q1,Latin America,Summary,00O2R000004IgUiUAK,False,0050b000005JfILAA0,2021-02-17T02:01:40.000Z,,2022-06-08T10:04:25.000Z,,LATAM NOLA/Andean EIS Credits FY22Q1,,00l1P000000wTVNQA2,Projects_with_MilestoneOrder_and_Order_Product__c,2022-06-08T10:04:25.000Z,True
0050b000005JfILAA0,2021-02-17T02:00:34.000Z,,NOLA_Andean_AP_TTV_180_EDT_Wo_FY22Q1,Latin America,Summary,00O2R000004IgUjUAK,False,0050b000005JfILAA0,2021-02-17T02:02:01.000Z,,2022-06-08T10:04:25.000Z,,NOLA/Andean AP TTV +180 EDT Wo FY22Q1,,00l1P000000wTVNQA2,Projects_with_MilestoneOrder_and_Order_Product__c,2022-06-08T10:04:25.000Z,True
0050b000005JfILAA0,2021-02-17T02:00:03.000Z,,LATAM_NOLA_Andean_Cancelled_Orders_FY,Latin America,Summary,00O2R000004IgUnUAK,False,0050b000005JfILAA0,2021-02-17T02:01:47.000Z,,2022-06-08T10:04:25.000Z,,LATAM NOLA/Andean Cancelled Orders FY,,00l1P000000wTVNQA2,Projects_with_MilestoneOrder_and_Order_Product__c,2022-06-08T10:04:25.000Z,True
0050b000005JfILAA0,2021-02-17T02:00:13.000Z,,LATAM_NOLA_Andean_Non_Revenue_Active,Latin America,Summary,00O2R000004IgUoUAK,False,0050b000005JfILAA0,2021-03-18T17:56:10.000Z,,2022-06-08T10:04:25.000Z,,LATAM NOLA/Andean Non-Revenue Active,,00l1P000000wTVNQA2,Projects_with_MilestoneOrder_and_Order_Product__c,2022-06-08T10:04:25.000Z,True
0050b000005JfILAA0,2021-03-18T15:56:36.000Z,,Nola_Andean_Active_Projects_W_TimeStamp,Latin America,Summary,00O2R000004F1I9UAK,False,0050b000005JfILAA0,2021-03-18T15:59:42.000Z,,2022-06-08T10:04:24.000Z,,Nola/Andean Active Projects W TimeStamp,,00l1P000000wTVNQA2,Projects_with_MilestoneOrder_and_Order_Product__c,2022-06-08T10:04:24.000Z,True
0050b000005JfILAA0,2021-03-31T18:28:10.000Z,,NOLA_Andean_Approved_Milestone_Wo_TimeS,Latin America,Summary,00O2R000004F1RpUAK,False,0050b000005JfILAA0,2021-03-31T18:28:44.000Z,,2022-06-08T10:04:25.000Z,,NOLA/Andean Approved  Milestone Wo TimeS,,00l1P000000wTVNQA2,Projects_with_MilestoneOrder_and_Order_Product__c,2022-06-08T10:04:25.000Z,True
0050b000005JfILAA0,2021-02-17T01:30:14.000Z,,LATAM_NOLA_Andean_RevRec_FY22Q11,Latin America,Summary,00O2R000004IgU9UAK,False,0050b000005JfILAA0,2021-04-13T19:47:40.000Z,,2022-06-08T10:04:25.000Z,,LATAM NOLA/Andean RevRec FY22Q1,,00l1P000000wTVNQA2,Projects_with_MilestoneOrder_and_Order_Product__c,2022-06-08T10:04:25.000Z,True
0050b000005JfILAA0,2021-02-17T01:30:32.000Z,,LATAM_NOLA_Andean_ConfigAssist_FY22Q1,Latin America,Summary,00O2R000004IgUEUA0,False,0050b000005JfILAA0,2021-03-27T09:38:25.000Z,,2022-06-08T10:04:24.000Z,,LATAM NOLA/Andean ConfigAssist FY22Q1,,00l1P000000wTVNQA2,Projects_with_MilestoneOrder_and_Order_Product__c,2022-06-08T10:04:24.000Z,True
0050b000005JfILAA0,2021-02-17T01:31:11.000Z,,LATAM_NOLA_Andean_EIS_to_close_FY22Q1,Latin America,Summary,00O2R000004IgUFUA0,False,0050b000005JfILAA0,2021-02-17T01:34:25.000Z,,2022-06-08T10:04:25.000Z,,LATAM NOLA/Andean EIS to close FY22Q1,,00l1P000000wTVNQA2,Projects_with_MilestoneOrder_and_Order_Product__c,2022-06-08T10:04:25.000Z,True
